Ligand gene symbol	Receptor gene symbol
LAMB1	ITGB1
LAMB1	ITGB3
LAMB1	ITGB4
LAMB1	PMP22
LAMB1	RPSA
LAMB2	CHRM1
LAMB2	CHRNA1
LAMB2	ITGA1
LAMB2	ITGA2
LAMB2	ITGA3
LAMB2	ITGA6
LAMB2	ITGA7
LAMB2	ITGB1
LAMB2	ITGB4
LAMB2	RPSA
LAMB3	CD151
LAMB3	CHRM1
LAMB3	CHRNA1
LAMB3	COL17A1
LAMB3	ITGA1
LAMB3	ITGA2
LAMB3	ITGA3
LAMB3	ITGA6
LAMB3	ITGB1
LAMB3	ITGB4
LAMB3	RPSA
LAMC1	CHRM1
LAMC1	CHRNA1
LAMC1	ITGA1
LAMC1	ITGA2
LAMC1	ITGA3
LAMC1	ITGA6
LAMC1	ITGA7
LAMC1	ITGAV
LAMC1	ITGB1
LAMC1	ITGB3
LAMC1	ITGB4
LAMC1	RPSA
LAMC2	CD151
LAMC2	CHRM1
LAMC2	CHRNA1
LAMC2	COL17A1
LAMC2	ERBB3
LAMC2	ITGA1
LAMC2	ITGA2
LAMC2	ITGA3
LAMC2	ITGA6
LAMC2	ITGB1
LAMC2	ITGB4
LAMC2	PMP22
LAMC2	RPSA
LAMC3	CHRM1
LAMC3	CHRNA1
LAMC3	ITGA1
LAMC3	ITGA2
LAMC3	ITGA3
LAMC3	ITGA6
LAMC3	ITGB1
LAMC3	ITGB4
LAMC3	RPSA
LCAT	APP
LCN1	LMBR1L
LCN2	CTLA4
LCN2	LRP2
LEAP2	GHSR
LEFTY1	ACVR1B
LEFTY1	ACVR1C
LEFTY1	ACVR2A
LEFTY1	ACVR2B
LEFTY1	CFC1
LEFTY1	TDGF1
LEFTY2	ACVR1B
LEFTY2	ACVR1C
LEFTY2	ACVR2A
LEFTY2	ACVR2B
LEFTY2	CFC1
LEFTY2	TDGF1
LEP	LEPR
LEP	LRP2
LGALS1	CD69
LGALS3BP	ITGB1
LGALS3BP	VANGL1
LGALS9	CD44
LGALS9	HAVCR2
LGI1	ADAM11
LGI1	ADAM22
LGI1	ADAM23
LGI1	CACNG2
LGI1	CACNG3
LGI1	CACNG4
LGI1	CACNG8
LGI1	RTN4R
LGI2	ADAM11
LGI2	ADAM22
LGI2	ADAM23
LGI3	ADAM22
LGI3	ADAM23
LGI3	FLOT1
LGI3	STX1A
LGI3	STX1B
LGI4	ADAM11
LGI4	ADAM22
LGI4	ADAM23
LHB	LHCGR
LIF	IL6ST
LIF	LIFR
LILRB4	FCGR1A
LILRB4	FCGR2A
LILRB4	FCGR2B
LILRB4	HLA-B
LILRB4	HLA-F
LILRB4	LAIR1
LIN7C	HTR2C
LIN7C	KCNJ4
LIN7C	NRXN1
LIN7C	NRXN2
LIN7C	NRXN3
LIPC	LRP1
LIPH	LPAR1
LIPH	LPAR2
LIPH	LPAR4
LPA	APP
LPA	ITGAM
LPA	ITGB2
LPA	LRP2
LPL	CD44
LPL	GPIHBP1
LPL	LRP1
LPL	LRP2
LPL	SDC1
LPL	VLDLR
LRFN2	GRIN2C
LRFN2	GRIN2D
LRFN3	LRFN3
LRFN5	LRFN5
LRIG3	LRIG1
LRPAP1	LDLR
LRPAP1	LRP1
LRPAP1	LRP2
LRPAP1	LRP8
LRPAP1	SORL1
LRPAP1	SORT1
LRPAP1	VLDLR
LRRC4B	PTPRD
LRRC4B	PTPRF
LRRC4B	PTPRS
LRRTM4	NRXN1
LRRTM4	NRXN2
LRRTM4	NRXN3
LTA	CACHD1
LTA	EDNRA
LTA	LTBR
LTA	TNFRSF14
LTA	TNFRSF1A
LTA	TNFRSF1B
LTB	CD40
LTB	LTBR
LTB	TNFRSF1A
LTBP1	ITGB5
LTBP3	ITGB5
LTF	GP9
LTF	GPR162
LTF	LRP1
LTF	LRP11
LTF	TFRC
LUM	ITGA2
LUM	ITGB1
LY6G5C	TMEM8A
LY86	CD180
LYPD3	AGR2
LYZ	ITGAL
MADCAM1	CD44
MADCAM1	ITGA4
MADCAM1	ITGB7
MADCAM1	SELL
MATN1	ITGA1
MATN1	ITGB1
MATN1	PTPRD
MBL2	CD93
MDK	ALK
MDK	GPC2
MDK	ITGA4
MDK	ITGA6
MDK	ITGB1
MDK	LRP1
MDK	NOTCH2
MDK	PTPRB
MDK	PTPRZ1
MDK	SDC1
MDK	SDC3
MDK	SDC4
MDK	TSPAN1
MELTF	TFRC
MEPE	PHEX
MFGE8	ITGAV
MFGE8	ITGB3
MFGE8	PDGFRB
MFNG	NOTCH1
MFNG	NOTCH2
MIA	CDH19
MIA	CDH7
MICA	HCST
MICA	KLRK1
MICB	HCST
MICB	KLRK1
MIF	CD74
MLN	MLNR
MMP1	ITGA2
MMP12	PLAUR
MMP13	LRP1
MMP2	CD44
MMP2	ITGAM
MMP2	ITGB2
MMP2	SDC2
MMP7	CD151
MMP7	CD44
MMP7	CDH6
MMP7	ERBB4
MMP9	CD44
MMP9	EPHB2
MMP9	ITGAM
MMP9	ITGB2
MMP9	LRP1
MMRN2	CD248
MMRN2	CD93
MMRN2	CLEC14A
MSMP	CCR2
MST1	MST1R
MSTN	ACVR2B
MUC1	CLEC10A
MUC1	SIGLEC9
MUC12	CLEC10A
MUC2	AGR2
MUC3A	CLEC10A
MUC5AC	CLEC10A
MUC5B	CLEC10A
MUC6	CLEC10A
MUC7	CLEC10A
MUC7	SELL
MUCL1	CLEC10A
MYL9	CD69
MYL9	ITGA1
MYL9	ITGB5
MYOC	FZD1
MYOC	FZD10
MYOC	FZD3
MYOC	FZD4
MYOC	FZD7
NAMPT	INSR
NCAM1	CACNA1C
NCAM1	FGFR1
NCAM1	FGFR2
NCAM1	FGFR4
NCAM1	GFRA1
NCAM1	GFRA2
NCAM1	GFRA4
NCAM1	PTPRA
NCAM1	ROBO1
NCAM1	ROBO3
NCAN	CDH2
NCAN	SDC3
NCR3LG1	FCGR1A
NCR3LG1	NCR3
NDP	FZD4
NDP	LGR4
NECTIN1	CADM3
NECTIN1	NECTIN1
NECTIN1	NECTIN2
NECTIN1	NECTIN3
NECTIN1	NECTIN4
NECTIN2	CD226
NECTIN2	CD96
NECTIN2	CRTAM
NECTIN2	NECTIN1
NECTIN2	NECTIN2
NECTIN2	NECTIN3
NECTIN2	PVRIG
NECTIN2	TIGIT
NECTIN3	NECTIN3
NECTIN4	NECTIN4
NELL2	ROBO3
NENF	CDH2
NGF	BEX3
NGF	KIDINS220
NGF	MAGED1
NGF	NGFR
NGF	NTRK1
NGF	SORCS3
NGF	SORT1
NID1	COL13A1
NID1	ITGA3
NID1	ITGAV
NID1	ITGB1
NID1	ITGB3
NID1	PTPRF
NID2	COL13A1
NLGN1	GRM1
NLGN1	GRM5
NLGN1	NRXN1
NLGN1	NRXN2
NLGN1	NRXN3
NLGN2	GRM1
NLGN2	GRM5
NLGN2	MDGA1
NLGN2	NRXN1
NLGN2	NRXN2
NLGN2	NRXN3
NLGN3	GRM1
NLGN3	GRM5
NLGN3	NRXN1
NLGN3	NRXN2
NLGN3	NRXN3
NLGN4X	GRM1
NLGN4X	GRM5
NLGN4X	NRXN1
NLGN4X	NRXN2
NLGN4X	NRXN3
NMB	BRS3
NMB	GRPR
NMB	NMBR
NMS	NMUR1
NMS	NMUR2
NMU	NMUR1
NMU	NMUR2
NODAL	ACVR1B
NODAL	ACVR1C
NODAL	ACVR2A
NODAL	ACVR2B
NODAL	CFC1
NODAL	TDGF1
NOG	BAMBI
NOG	BMPR1A
NOG	BMPR1B
NOG	BMPR2
NOG	HJV
NOG	RGMB
NPB	NPBWR1
NPB	NPBWR2
NPFF	NPFFR1
NPFF	NPFFR2
NPNT	ITGA8
NPNT	ITGB1
NPPA	NPR1
NPPA	NPR2
NPPA	NPR3
NPPB	NPR1
NPPB	NPR2
NPPB	NPR3
NPPC	NPR2
NPPC	NPR3
NPR2	NPR1
NPS	NPSR1
NPVF	NPFFR1
NPVF	NPFFR2
NPW	NPBWR1
NPW	NPBWR2
NPY	FAP
NPY	NPFFR2
NPY	NPY1R
NPY	NPY2R
NPY	NPY4R
NPY	NPY5R
NPY	PRLHR
NRG1	EGFR
NRG1	ERBB2
NRG1	ERBB3
NRG1	ERBB4
NRG1	GPC1
NRG2	EGFR
NRG2	ERBB2
NRG2	ERBB3
NRG2	ERBB4
NRG3	EGFR
NRG3	ERBB2
NRG3	ERBB3
NRG3	ERBB4
NRG4	EGFR
NRG4	ERBB2
NRG4	ERBB4
NRTN	GFRA1
NRTN	GFRA2
NRTN	GFRA4
NRTN	RET
NTF3	NGFR
NTF3	NTRK1
NTF3	NTRK2
NTF3	NTRK3
NTF4	BEX3
NTF4	NGFR
NTF4	NTRK1
NTF4	NTRK2
NTF4	NTRK3
NTN1	ADORA2B
NTN1	DCC
NTN1	MCAM
NTN1	NEO1
NTN1	UNC5A
NTN1	UNC5B
NTN1	UNC5C
NTN1	UNC5D
NTN3	CDON
NTN3	NEO1
NTN4	DCC
NTN4	UNC5A
NTNG1	LRRC4C
NTNG2	LRRC4
NTNG2	LRRC4C
NTRK3	PTPRD
NTRK3	PTPRF
NTRK3	PTPRS
NTS	NGFR
NTS	NTSR1
NTS	NTSR2
NTS	SORT1
NXPH1	NRXN1
NXPH1	NRXN2
NXPH1	NRXN3
NXPH2	NRXN1
NXPH3	NRXN1
NXPH3	NRXN2
NXPH3	NRXN3
OLAH	MOG
OMG	LINGO1
OMG	NGFR
OMG	RTN4R
OMG	RTN4RL1
OMG	TNFRSF1B
ORM1	CCR5
OSCAR	FCGR1A
OSCAR	FCGR2A
OSCAR	FCGR2B
OSM	IL6ST
OSM	LIFR
OSM	OSMR
OSTN	NPR3
OVGP1	ADAM21
OVGP1	ADAM30
OXT	AVPR1A
OXT	AVPR1B
OXT	AVPR2
OXT	OXTR
P4HB	COL13A1
P4HB	COL17A1
P4HB	GPR162
PAPLN	NECTIN4
PAPLN	SIRPA
PCNA	NCR2
PCSK9	LDLR
PCSK9	VLDLR
PDCD1LG2	PDCD1
PDCD1LG2	RGMB
PDGFA	PDGFRA
PDGFA	PDGFRB
PDGFB	ART1
PDGFB	ITGAV
PDGFB	ITGB3
PDGFB	LRP1
PDGFB	PDGFRA
PDGFB	PDGFRB
PDGFB	S1PR1
PDGFC	FLT1
PDGFC	PDGFRA
PDGFC	PDGFRB
PDGFD	PDGFRA
PDGFD	PDGFRB
PDPN	CLEC1B
PDYN	OPRD1
PDYN	OPRK1
PDYN	OPRM1
PENK	MRGPRX1
PENK	OGFR
PENK	OPRD1
PENK	OPRK1
PENK	OPRM1
PF4	CXCR2
PF4	CXCR3
PF4	FGFR2
PF4	LDLR
PF4	PROCR
PF4	SDC2
PF4	THBD
PF4V1	CXCR3
PFN1	ROBO1
PGF	FLT1
PGF	KDR
PGF	NRP1
PGF	NRP2
PI3	PLD2
PIP	CD4
PIP	NPTN
PKM	CD44
PLA2G10	PLA2R1
PLA2G10	PLD2
PLA2G2A	GPC1
PLA2G2A	ITGA4
PLA2G2A	ITGA5
PLA2G2A	ITGAV
PLA2G2A	ITGB1
PLA2G2A	ITGB3
PLA2G2C	PLD2
PLA2G2E	PLD2
PLA2G2F	PLD2
PLAT	CD4
PLAT	ITGAM
PLAT	ITGB2
PLAT	LRP1
PLAU	IGF2R
PLAU	ITGA3
PLAU	ITGA5
PLAU	ITGAM
PLAU	ITGAV
PLAU	ITGB1
PLAU	ITGB2
PLAU	ITGB3
PLAU	ITGB5
PLAU	LRP1
PLAU	LRP2
PLAU	MRC2
PLAU	PDGFRB
PLAU	PLAUR
PLAU	ST14
PLAU	VLDLR
PLG	F2R
PLG	F2RL1
PLG	F3
PLG	FLT1
PLG	ITGA9
PLG	ITGAM
PLG	ITGB1
PLG	ITGB2
PLG	PLAUR
PLG	PLGRKT
PLTP	ABCA1
PLTP	APP
PMCH	MCHR1
PMCH	MCHR2
PNOC	OPRL1
PODXL	SELL
PODXL2	SELL
POMC	MC1R
POMC	MC2R
POMC	MC3R
POMC	MC4R
POMC	MC5R
POMC	OPRD1
POMC	OPRK1
POMC	OPRM1
POMC	SDC3
PON1	APP
POSTN	PTK7
PPBP	ACKR1
PPBP	CXCR1
PPBP	CXCR2
PPY	NPY1R
PPY	NPY2R
PPY	NPY4R
PPY	NPY5R
PRG4	TLR2
PRG4	TLR4
PRL	ERBB4
PRL	PRLR
PRLH	PRLHR
PRND	RPSA
PROC	F2R
PROC	ITGAM
PROC	ITGB2
PROC	PROCR
PROC	TEK
PROC	THBD
PROK1	PROKR1
PROK1	PROKR2
PROK2	PROKR1
PROK2	PROKR2
PROS1	AXL
PROS1	MERTK
PROS1	TYRO3
PSAP	CD1B
PSAP	GPR37
PSAP	GPR37L1
PSAP	LRP1
PSAP	SORT1
PSEN1	CD44
PSEN1	NCSTN
PSEN1	NOTCH1
PSEN1	NOTCH2
PSEN1	NOTCH3
PSEN1	NOTCH4
PSEN2	NCSTN
PSG3	GPC1
PSG3	SDC1
PSG3	SDC2
PSG3	SDC3
PSG3	SDC4
PSG4	GPC1
PSG4	SDC1
PSG4	SDC2
PSG4	SDC3
PSG4	SDC4
PSG6	GPC1
PSG6	SDC1
PSG6	SDC2
PSG6	SDC3
PSG6	SDC4
PSG8	GPC1
PSG8	SDC1
PSG8	SDC2
PSG8	SDC3
PSG8	SDC4
PSPN	GFRA1
PSPN	GFRA2
PSPN	GFRA4
PSPN	RET
PSPN	SDC3
PTDSS1	JMJD6
PTDSS1	SCARB1
PTGS2	CAV1
PTGS2	PTGDR2
PTH	PTH1R
PTH	PTH2R
PTH2	PTH1R
PTH2	PTH2R
PTHLH	PTH1R
PTHLH	PTH2R
PTMA	VIPR1
PTN	ALK
PTN	PLXNB2
PTN	PTPRB
PTN	PTPRS
PTN	PTPRZ1
PTN	SDC1
PTN	SDC3
PTPRC	CD22
PTPRC	CXCR4
PTPRC	MRC1
PVR	CD226
PVR	CD96
PVR	ITGAV
PVR	ITGB3
PVR	NECTIN3
PVR	PVRIG
PVR	TIGIT
PYY	FAP
PYY	NPY1R
PYY	NPY2R
PYY	NPY4R
PYY	NPY5R
QDPR	DYSF
QRFP	P2RY14
QRFP	QRFPR
RAET1E	HCST
RAET1E	KLRK1
RAET1G	KLRK1
RAET1L	KLRK1
RARRES2	CCRL2
RARRES2	CMKLR1
RARRES2	GPR1
RBP3	NOTCH1
RBP4	STRA6
RELN	ITGA3
RELN	ITGB1
RELN	LRP8
RELN	VLDLR
REN	ASIC3
REN	ATP6AP2
RGMA	BAMBI
RGMA	BMPR1A
RGMA	BMPR1B
RGMA	BMPR2
RGMA	HJV
RGMA	NEO1
RGMA	RGMB
RGMB	BAMBI
RGMB	BMPR1A
RGMB	BMPR1B
RGMB	BMPR2
RGMB	HJV
RGMB	NEO1
RIMS1	SLC17A7
RIMS1	SLC18A2
RIMS1	SLC18A3
RLN1	RXFP1
RLN1	RXFP2
RLN2	RXFP1
RLN2	RXFP2
RLN2	RXFP3
RLN3	RXFP1
RLN3	RXFP2
RLN3	RXFP3
RLN3	RXFP4
RNASE2	TLR2
RPH3A	NRXN1
RPS19	C5AR1
RPS19	RPSA
RSPO1	FZD8
RSPO1	LGR4
RSPO1	LGR5
RSPO1	LGR6
RSPO1	LRP6
RSPO1	ZNRF3
RSPO2	LGR4
RSPO2	LGR5
RSPO2	LGR6
RSPO2	RNF43
RSPO2	ZNRF3
RSPO3	FZD8
RSPO3	LGR4
RSPO3	LGR5
RSPO3	LGR6
RSPO3	LRP6
RSPO3	SDC4
RSPO3	ZNRF3
RSPO4	LGR4
RSPO4	LGR5
RSPO4	LGR6
RSPO4	ZNRF3
RTN3	LRFN3
RTN3	LRFN4
RTN4	CNTNAP1
RTN4	GJB2
RTN4	LINGO1
RTN4	NGFR
RTN4	RTN4R
RTN4	RTN4RL1
RTN4	S1PR2
RTN4	TNFRSF19
S100A8	LY96
S100A8	TLR4
S100A9	LY96
S100A9	TLR4
SAA1	CD36
SAA1	FPR2
SAA1	SCARB1
SCGB1A1	LRP2
SCGB3A1	MARCO
SCGB3A2	MARCO
SCT	SCTR
SCT	VIPR1
SCT	VIPR2
SECTM1	CD7
SELE	CD44
SELE	SPN
SELE	TNFRSF25
SELPLG	ESAM
SELPLG	ITGAM
SELPLG	ITGB2
SELPLG	SELE
SELPLG	SELL
SELPLG	SELP
SELPLG	SIGLEC5
SEMA3A	NRP1
SEMA3A	NRP2
SEMA3A	PLXNA1
SEMA3A	PLXNA2
SEMA3A	PLXNA3
SEMA3A	PLXNA4
SEMA3B	NRP1
SEMA3B	NRP2
SEMA3C	NRP1
SEMA3C	NRP2
SEMA3C	PLXND1
SEMA3D	NRP1
SEMA3E	NRP1
SEMA3E	PLXND1
SEMA3F	NRP1
SEMA3F	NRP2
SEMA3F	PLXNA1
SEMA3F	PLXNA3
SEMA3G	NRP2
SEMA4A	LILRB2
SEMA4A	PLXND1
SEMA4B	DCBLD2
SEMA4C	PLXNB2
SEMA4D	CD72
SEMA4D	ERBB2
SEMA4D	MET
SEMA4D	PLXNB1
SEMA4D	PLXNB2
SEMA4G	PLXNB2
SEMA5A	MET
SEMA5A	PLXNB3
SEMA6A	PLXNA2
SEMA6A	PLXNA4
SEMA6B	PLXNA2
SEMA6D	KDR
SEMA6D	PLXNA1
SEMA6D	TREM2
SEMA6D	TYROBP
SEMA7A	ITGA1
SEMA7A	ITGB1
SEMA7A	PLXNC1
SERPINA1	LRP1
SERPINC1	GPC1
SERPINC1	LRP1
SERPINC1	SDC2
SERPINE1	ITGAV
SERPINE1	ITGB3
SERPINE1	ITGB5
SERPINE1	LRP1
SERPINE1	LRP2
SERPINE1	PLAUR
SERPINE2	LRP1
SERPINF1	PLXDC1
SERPINF1	PLXDC2
SERPING1	LRP1
SERPING1	SELE
SERPING1	SELP
SERTAD1	AR
SFRP1	FZD2
SFRP1	FZD6
SFRP2	FZD5
SFTA3	CSF2RA
SFTA3	CSF2RB
SFTPA1	CSF2RA
SFTPA1	CSF2RB
SFTPA1	TLR1
SFTPA1	TLR2
SFTPA1	TLR4
SFTPA2	CD93
SFTPA2	CSF2RA
SFTPA2	CSF2RB
SFTPB	CSF2RA
SFTPB	CSF2RB
SFTPC	CSF2RA
SFTPC	CSF2RB
SFTPD	CSF2RA
SFTPD	CSF2RB
SFTPD	LAIR1
SFTPD	LY96
SFTPD	TLR4
SHANK1	ADGRL1
SHANK1	GRM1
SHANK1	GRM5
SHANK1	NRXN1
SHANK1	NRXN2
SHANK1	NRXN3
SHANK1	SSTR2
SHANK2	GRM1
SHANK2	GRM5
SHANK2	NRXN1
SHANK2	NRXN2
SHANK2	NRXN3
SHH	BOC
SHH	CDON
SHH	DISP2
SHH	GPC5
SHH	HHIP
SHH	LRP2
SHH	PTCH1
SHH	PTCH2
SHH	SMO
SIGLEC1	SPN
SIRPA	CD47
SIRPA	SIRPG
SIRPA	TREM2
SIRPA	TYROBP
SIRPB2	CD47
SIRPG	CD47
SLIT1	DCC
SLIT1	GPC1
SLIT1	ROBO1
SLIT1	ROBO2
SLIT1	SDC1
SLIT2	APP
SLIT2	CXCR4
SLIT2	DCC
SLIT2	GPC1
SLIT2	ROBO1
SLIT2	ROBO2
SLIT2	ROBO4
SLIT2	SDC1
SLIT3	DCC
SLIT3	ROBO1
SLIT3	ROBO2
SLIT3	ROBO4
SLITRK1	PTPRD
SLITRK1	PTPRS
SLITRK2	PTPRD
SLITRK2	PTPRS
SLITRK3	PTPRD
SLITRK3	PTPRS
SLITRK4	PTPRD
SLITRK5	PTPRD
SLITRK6	PTPRD
SLITRK6	PTPRS
SLPI	CD4
SLURP1	CHRNA7
SORBS1	ITGA1
SORBS1	ITGB5
SOST	FZD8
SOST	LRP4
SOST	LRP5
SOST	LRP6
SOSTDC1	BAMBI
SOSTDC1	BMPR1A
SOSTDC1	BMPR1B
SOSTDC1	BMPR2
SOSTDC1	HJV
SOSTDC1	LRP4
SOSTDC1	LRP5
SOSTDC1	LRP6
SOSTDC1	RGMB
SPINK1	EGFR
SPN	SELE
SPN	SIGLEC1
SPON1	APP
SPON1	LRP8
SPON2	ITGA4
SPON2	ITGA5
SPON2	ITGAM
SPON2	ITGB1
SPON2	ITGB2
SPP1	CD44
SPP1	ITGA4
SPP1	ITGA8
SPP1	ITGA9
SPP1	ITGAV
SPP1	ITGB1
SPP1	ITGB3
SPP1	ITGB5
SPX	GALR2
SPX	GALR3
SST	SSTR1
SST	SSTR2
SST	SSTR3
SST	SSTR4
SST	SSTR5
SYN2	SLC18A2
SYN3	SLC18A2
TAC1	TACR1
TAC1	TACR2
TAC1	TACR3
TAC3	TACR1
TAC3	TACR2
TAC3	TACR3
TAC4	TACR1
TAC4	TACR2
TAC4	TACR3
TAFA4	FPR1
TCN1	CD320
TCN2	CD320
TCN2	CNR1
TCN2	LRP2
TCTN1	TMEM67
TCTN2	TMEM67
TCTN3	TMEM67
TDGF1	ACVR1B
TDGF1	ACVR1C
TDGF1	ACVR2A
TDGF1	ACVR2B
TDGF1	GPC1
TF	GPR162
TF	HFE
TF	HJV
TF	TFR2
TF	TFRC
TFF1	EGFR
TFF1	ERBB2
TFF2	CXCR4
TFF2	EGFR
TFF2	ERBB2
TFF3	ACKR3
TFF3	CXCR4
TFF3	EGFR
TFF3	ERBB2
TFPI	F3
TFPI	LRP1
TFPI	SDC4
TFPI	VLDLR
TG	ASGR1
TG	ASGR2
TG	LRP2
TGFA	EGFR
TGFA	ERBB2
TGFA	ERBB3
TGFA	ERBB4
TGFB1	ACVRL1
TGFB1	CAV1
TGFB1	CD109
TGFB1	CXCR4
TGFB1	ENG
TGFB1	ITGAV
TGFB1	ITGB6
TGFB1	ITGB8
TGFB1	SDC2
TGFB1	TGFBR1
TGFB1	TGFBR2
TGFB1	TGFBR3
TGFB1	VASN
TGFB2	ACVR1
TGFB2	ENG
TGFB2	TGFBR1
TGFB2	TGFBR2
TGFB2	TGFBR3
TGFB3	ACVRL1
TGFB3	CAV1
TGFB3	ENG
TGFB3	GPC1
TGFB3	ITGAV
TGFB3	ITGB1
TGFB3	ITGB3
TGFB3	ITGB5
TGFB3	ITGB6
TGFB3	ITGB8
TGFB3	OCLN
TGFB3	TGFBR1
TGFB3	TGFBR2
TGFB3	TGFBR3
TGM2	ADGRG1
TGM2	ITGA4
TGM2	ITGA9
TGM2	ITGB1
TGM2	ITGB3
TGM2	SDC4
TGM2	TBXA2R
THBS1	CD36
THBS1	CD47
THBS1	ITGA2B
THBS1	ITGA3
THBS1	ITGA4
THBS1	ITGA6
THBS1	ITGB1
THBS1	ITGB3
THBS1	LRP1
THBS1	SCARB1
THBS1	SDC1
THBS1	SDC4
THBS1	TNFRSF11B
THBS2	CD47
THBS2	ITGA4
THBS2	ITGA6
THBS2	ITGB1
THBS2	NOTCH3
THBS2	NOTCH4
THPO	MPL
THPO	SIRPB1
TIGIT	NECTIN2
TIGIT	PVR
TIMP1	CD63
TIMP2	ITGA3
TIMP2	ITGB1
TIMP3	AGTR2
TIMP3	KDR
TNC	CNTN1
TNC	EGFR
TNC	ITGA2
TNC	ITGA7
TNC	ITGA8
TNC	ITGA9
TNC	ITGAV
TNC	ITGAX
TNC	ITGB1
TNC	ITGB3
TNC	ITGB6
TNC	NT5E
TNC	PTPRB
TNC	PTPRZ1
TNC	SDC1
TNC	SDC3
TNC	SDC4
TNF	CLEC3B
TNF	SLC5A11
TNF	SMPD2
TNF	TNFRSF1A
TNF	TNFRSF1B
TNF	TNFRSF21
TNFSF10	TNFRSF10A
TNFSF10	TNFRSF10B
TNFSF10	TNFRSF10C
TNFSF10	TNFRSF10D
TNFSF10	TNFRSF11B
TNFSF11	TNFRSF11A
TNFSF11	TNFRSF11B
TNFSF12	CD163
TNFSF12	TNFRSF12A
TNFSF13	FAS
TNFSF13	SDC2
TNFSF13	TNFRSF11B
TNFSF13	TNFRSF13B
TNFSF13	TNFRSF14
TNFSF13	TNFRSF17
TNFSF13	TNFRSF1A
TNFSF13B	TNFRSF13B
TNFSF13B	TNFRSF13C
TNFSF13B	TNFRSF17
TNFSF14	LTBR
TNFSF14	TNFRSF14
TNFSF14	TNFRSF6B
TNFSF15	TNFRSF25
TNFSF15	TNFRSF6B
TNFSF18	TNFRSF18
TNFSF4	TNFRSF4
TNFSF8	TNFRSF8
TNFSF9	TNFRSF9
TNS3	MET
TOR2A	ATP5F1B
TRH	TRHR
TRIL	LY96
TRIL	TLR4
TSHB	TSHR
TSLP	CRLF2
TSLP	IL7R
TUSC3	ALG10B
TUSC3	MAGT1
UBA52	AMFR
UBA52	CFTR
UBA52	F11R
UBA52	FGFR4
UBA52	KLB
UBA52	NOTCH2
UBA52	RPSA
UCN	CRHR1
UCN	CRHR2
UCN2	CRHR1
UCN2	CRHR2
UCN2	IL10RB
UCN3	CRHR1
UCN3	CRHR2
UCN3	IL10RB
ULBP1	HCST
ULBP1	KLRK1
ULBP2	KLRK1
ULBP3	HCST
ULBP3	KLRK1
UTS2	UTS2R
UTS2B	UTS2R
VASP	CXCR2
VASP	ROBO1
VCAM1	ITGA4
VCAM1	ITGA9
VCAM1	ITGAD
VCAM1	ITGB1
VCAM1	ITGB2
VCAM1	ITGB7
VCAN	CD44
VCAN	EGFR
VCAN	ITGB1
VCAN	SELL
VCAN	SELP
VCAN	TLR1
VCAN	TLR2
VCAN	TLR6
VEGFA	CDH5
VEGFA	EGFR
VEGFA	FLT1
VEGFA	FLT4
VEGFA	GPC1
VEGFA	ITGA3
VEGFA	ITGA9
VEGFA	ITGAV
VEGFA	ITGB1
VEGFA	ITGB3
VEGFA	KDR
VEGFA	NRP1
VEGFA	NRP2
VEGFA	RET
VEGFA	SIRPA
VEGFA	TYRO3
VEGFB	FLT1
VEGFB	NRP1
VEGFB	RET
VEGFB	TYRO3
VEGFC	FLT1
VEGFC	FLT4
VEGFC	ITGA9
VEGFC	ITGB1
VEGFC	KDR
VEGFC	LYVE1
VEGFC	NRP2
VEGFC	VIPR2
VEGFD	FLT1
VEGFD	FLT4
VEGFD	ITGA1
VEGFD	ITGA2
VEGFD	ITGA4
VEGFD	ITGA5
VEGFD	ITGA9
VEGFD	ITGB1
VEGFD	KDR
VEGFD	NRP2
VIM	CD44
VIP	ADCYAP1R1
VIP	NPR3
VIP	SCTR
VIP	VIPR1
VIP	VIPR2
VTN	CD47
VTN	ITGA2B
VTN	ITGA3
VTN	ITGA5
VTN	ITGA8
VTN	ITGAV
VTN	ITGB1
VTN	ITGB3
VTN	ITGB5
VTN	ITGB6
VTN	ITGB8
VTN	KDR
VTN	PLAUR
VTN	PVR
VTN	SDC1
VTN	SDC2
VTN	SDC4
VTN	TNFRSF11B
VWF	GP1BA
VWF	GP1BB
VWF	GP9
VWF	ITGA2B
VWF	ITGB3
VWF	KIAA1549
VWF	SELP
VWF	SIRPA
VWF	TNFRSF11B
WNT1	FZD1
WNT1	FZD10
WNT1	FZD2
WNT1	FZD3
WNT1	FZD4
WNT1	FZD5
WNT1	FZD6
WNT1	FZD7
WNT1	FZD8
WNT1	FZD9
WNT1	LRP5
WNT1	LRP6
WNT1	ROR2
WNT1	RYK
WNT10A	FZD1
WNT10A	FZD10
WNT10A	FZD2
WNT10A	FZD3
WNT10A	FZD4
WNT10A	FZD5
WNT10A	FZD6
WNT10A	FZD7
WNT10A	FZD8
WNT10A	FZD9
WNT10B	FZD1
WNT10B	FZD10
WNT10B	FZD2
WNT10B	FZD3
WNT10B	FZD4
WNT10B	FZD5
WNT10B	FZD6
WNT10B	FZD7
WNT10B	FZD8
WNT10B	FZD9
WNT11	FZD1
WNT11	FZD10
WNT11	FZD2
WNT11	FZD3
WNT11	FZD4
WNT11	FZD5
WNT11	FZD6
WNT11	FZD7
WNT11	FZD8
WNT11	FZD9
WNT16	FZD1
WNT16	FZD10
WNT16	FZD2
WNT16	FZD3
