Ligand gene symbol	Ligand HGNC ID	Ligand location	Receptor gene symbol	Receptor HGNC ID	PMID support
DSC2	HGNC:3036	plasma membrane	DSG2	HGNC:3049	27298358
DSC2	HGNC:3036	plasma membrane	DSG3	HGNC:3050	27298358
DSC2	HGNC:3036	plasma membrane	DSG4	HGNC:21307	27298358
DSC3	HGNC:3037	plasma membrane	DSG1	HGNC:3048	27298358
DSC3	HGNC:3037	plasma membrane	DSG2	HGNC:3049	27298358
DSC3	HGNC:3037	plasma membrane	DSG3	HGNC:3050	27298358
DSC3	HGNC:3037	plasma membrane	DSG4	HGNC:21307	27298358
DSG1	HGNC:3048	plasma membrane	DSC3	HGNC:3037	27298358
DSG2	HGNC:3049	plasma membrane	DSC1	HGNC:3035	27298358
DSG2	HGNC:3049	plasma membrane	DSC3	HGNC:3037	27298358
DSPP	HGNC:3054	secreted	ITGB6	HGNC:6161	27430624
EBI3	HGNC:3129	secreted	IL27RA	HGNC:17290	12121660
EBI3	HGNC:3129	secreted	IL6ST	HGNC:6021	28280243
ECM1	HGNC:3153	secreted	ITGB4	HGNC:6158	29059156
EDA	HGNC:3157	secreted	EDA2R	HGNC:17756	"12084975, 11039935, 11039935, 12270937"
EDA	HGNC:3157	secreted	EDAR	HGNC:2895	"12084975, 11039935, 11309369"
EDIL3	HGNC:3173	secreted	ITGB3	HGNC:6156	28846069
EDN1	HGNC:3176	secreted	EDNRA	HGNC:3179	"9082970, 7647976, 10770212"
EDN1	HGNC:3176	secreted	EDNRB	HGNC:3180	12972292
EDN1	HGNC:3176	secreted	KEL	HGNC:6308	10438732
EDN2	HGNC:3177	secreted	EDNRA	HGNC:3179	"2175397, 9082970, 7647976"
EDN2	HGNC:3177	secreted	EDNRB	HGNC:3180	14659083
EDN2	HGNC:3177	secreted	KEL	HGNC:6308	10438732
EDN3	HGNC:3178	secreted	EDNRA	HGNC:3179	11982704
EDN3	HGNC:3178	secreted	EDNRB	HGNC:3180	"8001160, 8086489, 7524189, 8460684, 8904635, 8001160, 11982704"
EDN3	HGNC:3178	secreted	KEL	HGNC:6308	10438732
EFEMP1	HGNC:3218	secreted	EGFR	HGNC:3236	19804359
EFNA1	HGNC:3221	plasma membrane	EPHA1	HGNC:3385	"9330863, 8755474, 11519828"
EFNA1	HGNC:3221	plasma membrane	EPHA2	HGNC:3386	"11248553, 14692877, 8755474, 7973638"
EFNA1	HGNC:3221	plasma membrane	EPHA3	HGNC:3387	"9330863, 8070404"
EFNA1	HGNC:3221	plasma membrane	EPHA4	HGNC:3388	"9330863, 8755474"
EFNA1	HGNC:3221	plasma membrane	EPHA5	HGNC:3389	"9330863, 8755474"
EFNA1	HGNC:3221	plasma membrane	EPHA6	HGNC:19296	"9330863, 8755474"
EFNA1	HGNC:3221	plasma membrane	EPHA7	HGNC:3390	"9330863, 8755474"
EFNA1	HGNC:3221	plasma membrane	EPHA8	HGNC:3391	10515610
EFNA2	HGNC:3222	plasma membrane	EPHA1	HGNC:3385	15114347
EFNA2	HGNC:3222	plasma membrane	EPHA2	HGNC:3386	8755474
EFNA2	HGNC:3222	plasma membrane	EPHA3	HGNC:3387	"9330863, 9751130"
EFNA2	HGNC:3222	plasma membrane	EPHA4	HGNC:3388	9330863
EFNA2	HGNC:3222	plasma membrane	EPHA5	HGNC:3389	"9330863, 10531456"
EFNA2	HGNC:3222	plasma membrane	EPHA6	HGNC:19296	9330863
EFNA2	HGNC:3222	plasma membrane	EPHA7	HGNC:3390	9330863
EFNA2	HGNC:3222	plasma membrane	EPHA8	HGNC:3391	9330863
EFNA3	HGNC:3223	plasma membrane	EPHA1	HGNC:3385	16466970
EFNA3	HGNC:3223	plasma membrane	EPHA2	HGNC:3386	"9330863, 12907451"
EFNA3	HGNC:3223	plasma membrane	EPHA3	HGNC:3387	9330863
EFNA3	HGNC:3223	plasma membrane	EPHA4	HGNC:3388	"9330863, 12496762"
EFNA3	HGNC:3223	plasma membrane	EPHA5	HGNC:3389	"9330863, 10516308"
EFNA3	HGNC:3223	plasma membrane	EPHA6	HGNC:19296	9330863
EFNA3	HGNC:3223	plasma membrane	EPHA7	HGNC:3390	"9330863, 10366629"
EFNA3	HGNC:3223	plasma membrane	EPHA8	HGNC:3391	9330863
EFNA3	HGNC:3223	plasma membrane	EPHB1	HGNC:3392	9330863
EFNA4	HGNC:3224	plasma membrane	EPHA1	HGNC:3385	15114347
EFNA4	HGNC:3224	plasma membrane	EPHA2	HGNC:3386	"9330863, 10607706, 8755474"
EFNA4	HGNC:3224	plasma membrane	EPHA3	HGNC:3387	8755474
EFNA4	HGNC:3224	plasma membrane	EPHA4	HGNC:3388	10366629
EFNA4	HGNC:3224	plasma membrane	EPHA5	HGNC:3389	"9330863, 10607706, 8755474"
EFNA4	HGNC:3224	plasma membrane	EPHA6	HGNC:19296	"9330863, 10607706"
EFNA4	HGNC:3224	plasma membrane	EPHA7	HGNC:3390	8755474
EFNA4	HGNC:3224	plasma membrane	EPHA8	HGNC:3391	10515610
EFNA5	HGNC:3225	plasma membrane	EPHA1	HGNC:3385	15114347
EFNA5	HGNC:3225	plasma membrane	EPHA2	HGNC:3386	"9330863, 9245480"
EFNA5	HGNC:3225	plasma membrane	EPHA3	HGNC:3387	"9330863, 9751130, 9195962, 9245480"
EFNA5	HGNC:3225	plasma membrane	EPHA4	HGNC:3388	"9330863, 8755474"
EFNA5	HGNC:3225	plasma membrane	EPHA5	HGNC:3389	"9330863, 10531456"
EFNA5	HGNC:3225	plasma membrane	EPHA6	HGNC:19296	9330863
EFNA5	HGNC:3225	plasma membrane	EPHA7	HGNC:3390	10366629
EFNA5	HGNC:3225	plasma membrane	EPHA8	HGNC:3391	"9330863, 11416136"
EFNA5	HGNC:3225	plasma membrane	EPHB1	HGNC:3392	9245480
EFNA5	HGNC:3225	plasma membrane	EPHB2	HGNC:3393	"15107857, 15107857"
EFNA5	HGNC:3225	plasma membrane	EPHB6	HGNC:3396	15107857
EFNB1	HGNC:3226	plasma membrane	EPHA4	HGNC:3388	15114347
EFNB1	HGNC:3226	plasma membrane	EPHB1	HGNC:3392	"9330863, 11713248, 10669731, 12223469"
EFNB1	HGNC:3226	plasma membrane	EPHB2	HGNC:3393	"9330863, 8878483"
EFNB1	HGNC:3226	plasma membrane	EPHB3	HGNC:3394	9330863
EFNB1	HGNC:3226	plasma membrane	EPHB4	HGNC:3395	9330863
EFNB1	HGNC:3226	plasma membrane	EPHB6	HGNC:3396	11713248
EFNB1	HGNC:3226	plasma membrane	ERBB2	HGNC:3430	22279592
EFNB2	HGNC:3227	plasma membrane	EPHA3	HGNC:3387	8559144
EFNB2	HGNC:3227	plasma membrane	EPHA4	HGNC:3388	"9330863, 12761826"
EFNB2	HGNC:3227	plasma membrane	EPHA6	HGNC:19296	10648835
EFNB2	HGNC:3227	plasma membrane	EPHB1	HGNC:3392	"9330863, 10066262, 8559144"
EFNB2	HGNC:3227	plasma membrane	EPHB2	HGNC:3393	"9330863, 11780069"
EFNB2	HGNC:3227	plasma membrane	EPHB3	HGNC:3394	9330863
EFNB2	HGNC:3227	plasma membrane	EPHB4	HGNC:3395	"7534404, 12051776, 9718367"
EFNB2	HGNC:3227	plasma membrane	EPHB6	HGNC:3396	10648835
EFNB2	HGNC:3227	plasma membrane	GRM1	HGNC:4593	15745950
EFNB2	HGNC:3227	plasma membrane	GRM5	HGNC:4597	15745950
EFNB2	HGNC:3227	plasma membrane	PECAM1	HGNC:8823	16357318
EFNB2	HGNC:3227	plasma membrane	RHBDL2	HGNC:16083	15047175
EFNB3	HGNC:3228	plasma membrane	EPHA4	HGNC:3388	"12649481), 12383247, 9484836"
EFNB3	HGNC:3228	plasma membrane	EPHB1	HGNC:3392	15114347
EFNB3	HGNC:3228	plasma membrane	EPHB2	HGNC:3393	9330863
EFNB3	HGNC:3228	plasma membrane	EPHB3	HGNC:3394	"9330863, 9484836"
EFNB3	HGNC:3228	plasma membrane	EPHB4	HGNC:3395	8755474
EFNB3	HGNC:3228	plasma membrane	EPHB6	HGNC:3396	15114347
EFNB3	HGNC:3228	plasma membrane	RHBDL2	HGNC:16083	15047175
EGF	HGNC:3229	secreted	EGFR	HGNC:3236	"6289330, 12093292, 12620237, 10788520, 16274239, 15620700, 12297050"
EGF	HGNC:3229	secreted	ERBB2	HGNC:3430	12093292
EGF	HGNC:3229	secreted	ERBB3	HGNC:3431	12093292
EGF	HGNC:3229	secreted	ERBB4	HGNC:3432	9305636
ENAM	HGNC:3344	secreted	CD63	HGNC:1692	17708745
ENHO	HGNC:24838	secreted	GPR19	HGNC:4473	28476646
EPCAM	HGNC:11529	plasma membrane	EPCAM	HGNC:11529	25163760
EPGN	HGNC:17470	secreted	EGFR	HGNC:3236	28988771
EPHA4	HGNC:3388	plasma membrane	EFNB1	HGNC:3226	9330863
EPO	HGNC:3415	secreted	CRLF3	HGNC:17177	28769759
EPO	HGNC:3415	secreted	EPHB4	HGNC:3395	"26481148, 25586589"
EPO	HGNC:3415	secreted	EPOR	HGNC:3416	"9442088, 16982323, 10318834, 9808045"
EREG	HGNC:3443	secreted	EGFR	HGNC:3236	"8626392, 9419975"
EREG	HGNC:3443	secreted	ERBB4	HGNC:3432	9419975
F10	HGNC:3528	secreted	F3	HGNC:3541	8702971
F11	HGNC:3529	secreted	GP1BA	HGNC:4439	11696542
F11R	HGNC:14685	plasma membrane	JAM2	HGNC:14686	25119047
F12	HGNC:3530	secreted	GP1BA	HGNC:4439	10801853
F13A1	HGNC:3531	secreted	ITGA4	HGNC:6140	10816592
F13A1	HGNC:3531	secreted	ITGA9	HGNC:6145	10816592
F13A1	HGNC:3531	secreted	ITGB1	HGNC:6153	10816592
F2	HGNC:3535	secreted	F2R	HGNC:3537	"11356985, 10644723, 12563219, 9058715, 10978167"
F2	HGNC:3535	secreted	F2RL1	HGNC:3538	"11356985, 10978167"
F2	HGNC:3535	secreted	F2RL2	HGNC:3539	"11356985, 12732212"
F2	HGNC:3535	secreted	F2RL3	HGNC:3540	"12732212, 12732212"
F2	HGNC:3535	secreted	GP1BA	HGNC:4439	"2933256, 11024046"
F2	HGNC:3535	secreted	GP9	HGNC:4444	2207326
F2	HGNC:3535	secreted	ITGA2B	HGNC:6138	11487023
F2	HGNC:3535	secreted	THBD	HGNC:11784	"7615164, 8663147, 14691232"
F7	HGNC:3544	secreted	F3	HGNC:3541	"12787023, 12787023, 9925787"
F8	HGNC:3546	secreted	ASGR2	HGNC:743	15946216
F8	HGNC:3546	secreted	LDLR	HGNC:6547	15840700
F8	HGNC:3546	secreted	LRP1	HGNC:6692	"11560943, 12522143"
F9	HGNC:3551	secreted	LRP1	HGNC:6692	"11560943, 12522212"
FAM3C	HGNC:18664	secreted	LIFR	HGNC:6597	30692635
FAM3D	HGNC:18665	secreted	FPR1	HGNC:3826	29853563
FAM3D	HGNC:18665	secreted	FPR2	HGNC:3827	29853563
FASLG	HGNC:11936	plasma membrane; secreted	FAS	HGNC:11920	"9126929, 9228058, 9126929"
FASLG	HGNC:11936	plasma membrane; secreted	TNFRSF6B	HGNC:11921	"14697332, 10318773, 11994433, 9872321"
FAT4	HGNC:23109	secreted	DCHS1	HGNC:13681	"24056717, 21303848"
FBLN1	HGNC:3600	secreted	ITGB1	HGNC:6153	2527614
FBN1	HGNC:3603	secreted	ITGA5	HGNC:6141	20686071
FBN1	HGNC:3603	secreted	ITGAV	HGNC:6150	20686071
FBN1	HGNC:3603	secreted	ITGB1	HGNC:6153	20686071
FBN1	HGNC:3603	secreted	ITGB3	HGNC:6156	20686071
FCER2	HGNC:3612	plasma membrane	CR2	HGNC:2336	"16785534, 16172256"
FCN2	HGNC:3624	secreted	LRP1	HGNC:6692	21054788
FGA	HGNC:3661	secreted	ITGA2B	HGNC:6138	11460491
FGA	HGNC:3661	secreted	ITGA5	HGNC:6141	15031111
FGA	HGNC:3661	secreted	ITGAM	HGNC:6149	16601240
FGA	HGNC:3661	secreted	ITGAV	HGNC:6150	15031111
FGA	HGNC:3661	secreted	ITGAX	HGNC:6152	4062888
FGA	HGNC:3661	secreted	ITGB1	HGNC:6153	15031111
FGA	HGNC:3661	secreted	ITGB2	HGNC:6155	4062888
FGA	HGNC:3661	secreted	ITGB3	HGNC:6156	11460491
FGA	HGNC:3661	secreted	TLR4	HGNC:11850	24661950
FGB	HGNC:3662	secreted	ITGA2B	HGNC:6138	2018974
FGB	HGNC:3662	secreted	ITGA5	HGNC:6141	15031111
FGB	HGNC:3662	secreted	ITGAM	HGNC:6149	16601240
FGB	HGNC:3662	secreted	ITGAV	HGNC:6150	15031111
FGB	HGNC:3662	secreted	ITGB1	HGNC:6153	15031111
FGB	HGNC:3662	secreted	ITGB2	HGNC:6155	16601240
FGB	HGNC:3662	secreted	TLR4	HGNC:11850	24661950
FGF1	HGNC:3665	secreted	CD44	HGNC:1681	29812912
FGF1	HGNC:3665	secreted	CSPG4	HGNC:2466	29812912
FGF1	HGNC:3665	secreted	FGFR1	HGNC:3688	"8663044, 8756477, 11032250, 10336501"
FGF1	HGNC:3665	secreted	FGFR2	HGNC:3689	"10618369, 11069186, 14732692"
FGF1	HGNC:3665	secreted	FGFR3	HGNC:3690	"10574949, 14732692"
FGF1	HGNC:3665	secreted	FGFR4	HGNC:3691	"8663044, 10736564, 10336501"
FGF1	HGNC:3665	secreted	NRP1	HGNC:8004	15695515
FGF10	HGNC:3666	secreted	FGFR1	HGNC:3688	16597617
FGF10	HGNC:3666	secreted	FGFR2	HGNC:3689	"9582367, 12591959, 9582367"
FGF10	HGNC:3666	secreted	FGFRL1	HGNC:3693	19920134
FGF13	HGNC:3670	secreted	SCN5A	HGNC:10593	21817159
FGF13	HGNC:3670	secreted	SCN8A	HGNC:10596	15282281
FGF16	HGNC:3672	secreted	FGFR2	HGNC:3689	16597617
FGF16	HGNC:3672	secreted	FGFR3	HGNC:3690	16597617
FGF16	HGNC:3672	secreted	FGFR4	HGNC:3691	16597617
FGF17	HGNC:3673	secreted	FGFR1	HGNC:3688	10751172
FGF17	HGNC:3673	secreted	FGFR2	HGNC:3689	10751172
FGF17	HGNC:3673	secreted	FGFR3	HGNC:3690	10751172
FGF17	HGNC:3673	secreted	FGFR4	HGNC:3691	10751172
FGF18	HGNC:3674	secreted	FGFR1	HGNC:3688	10751172
FGF18	HGNC:3674	secreted	FGFR2	HGNC:3689	10751172
FGF18	HGNC:3674	secreted	FGFR3	HGNC:3690	"15781473, 10751172"
FGF18	HGNC:3674	secreted	FGFR4	HGNC:3691	10751172
FGF19	HGNC:3675	secreted	FGFR1	HGNC:3688	16597617
FGF19	HGNC:3675	secreted	FGFR2	HGNC:3689	16597617
FGF19	HGNC:3675	secreted	FGFR3	HGNC:3690	16597617
FGF19	HGNC:3675	secreted	FGFR4	HGNC:3691	"14730967, 10525310"
FGF19	HGNC:3675	secreted	KLB	HGNC:15527	22442730
FGF2	HGNC:3676	secreted	CD44	HGNC:1681	7532176
FGF2	HGNC:3676	secreted	FGFR1	HGNC:3688	"10950949, 11030354"
FGF2	HGNC:3676	secreted	FGFR2	HGNC:3689	8663044
FGF2	HGNC:3676	secreted	FGFR3	HGNC:3690	"8663044, 10574949"
FGF2	HGNC:3676	secreted	FGFR4	HGNC:3691	"8663044, 8530375"
FGF2	HGNC:3676	secreted	FGFRL1	HGNC:3693	11418238
FGF2	HGNC:3676	secreted	GPC4	HGNC:4452	11066092
FGF2	HGNC:3676	secreted	NRP1	HGNC:8004	15695515
FGF2	HGNC:3676	secreted	SDC1	HGNC:10658	16982797
FGF2	HGNC:3676	secreted	SDC2	HGNC:10659	"11015614, 16982797"
FGF2	HGNC:3676	secreted	SDC3	HGNC:10660	8344959
FGF2	HGNC:3676	secreted	SDC4	HGNC:10661	9012653
FGF20	HGNC:3677	secreted	FGFR1	HGNC:3688	16597617
FGF20	HGNC:3677	secreted	FGFR2	HGNC:3689	16597617
FGF20	HGNC:3677	secreted	FGFR3	HGNC:3690	16597617
FGF20	HGNC:3677	secreted	FGFR4	HGNC:3691	15621532
FGF21	HGNC:3678	secreted	FGFR4	HGNC:3691	22442730
FGF22	HGNC:3679	secreted	FGFR1	HGNC:3688	16597617
FGF22	HGNC:3679	secreted	FGFR2	HGNC:3689	12591959
FGF22	HGNC:3679	secreted	FGFRL1	HGNC:3693	19920134
FGF23	HGNC:3680	secreted	FGFR1	HGNC:3688	16081635
FGF23	HGNC:3680	secreted	FGFR2	HGNC:3689	"16081635, 12032146"
FGF23	HGNC:3680	secreted	FGFR3	HGNC:3690	12032146
FGF23	HGNC:3680	secreted	FGFR4	HGNC:3691	16081635
FGF23	HGNC:3680	secreted	KL	HGNC:6344	30605400
FGF3	HGNC:3681	secreted	FGFR1	HGNC:3688	"7592624, 8663044"
FGF3	HGNC:3681	secreted	FGFR2	HGNC:3689	"7592624, 8663044"
FGF3	HGNC:3681	secreted	FGFR3	HGNC:3690	8663044
FGF3	HGNC:3681	secreted	FGFR4	HGNC:3691	8663044
FGF3	HGNC:3681	secreted	FGFRL1	HGNC:3693	19920134
FGF4	HGNC:3682	secreted	FGFR1	HGNC:3688	"11486033, 11486033"
FGF4	HGNC:3682	secreted	FGFR2	HGNC:3689	"11486033, 8663044"
FGF4	HGNC:3682	secreted	FGFR3	HGNC:3690	"11486033, 8663044"
FGF4	HGNC:3682	secreted	FGFR4	HGNC:3691	"11486033, 8663044"
FGF4	HGNC:3682	secreted	FGFRL1	HGNC:3693	19920134
FGF4	HGNC:3682	secreted	NRP1	HGNC:8004	15695515
FGF5	HGNC:3683	secreted	FGFR1	HGNC:3688	"8386828, 8386828"
FGF5	HGNC:3683	secreted	FGFR2	HGNC:3689	"8386828, 11876253"
FGF5	HGNC:3683	secreted	FGFR3	HGNC:3690	8663044
FGF5	HGNC:3683	secreted	FGFR4	HGNC:3691	"1385111, 8663044"
FGF6	HGNC:3684	secreted	FGFR1	HGNC:3688	8663044
FGF6	HGNC:3684	secreted	FGFR2	HGNC:3689	8663044
FGF6	HGNC:3684	secreted	FGFR3	HGNC:3690	8663044
FGF6	HGNC:3684	secreted	FGFR4	HGNC:3691	"1385111, 1385111"
FGF7	HGNC:3685	secreted	FGFR1	HGNC:3688	8663044
FGF7	HGNC:3685	secreted	FGFR2	HGNC:3689	"12591959, 7687739"
FGF7	HGNC:3685	secreted	FGFR3	HGNC:3690	8663044
FGF7	HGNC:3685	secreted	NRP1	HGNC:8004	15695515
FGF8	HGNC:3686	secreted	FGFR1	HGNC:3688	"8290257, 10574949"
FGF8	HGNC:3686	secreted	FGFR2	HGNC:3689	"8663044, 8663044, 10751172"
FGF8	HGNC:3686	secreted	FGFR3	HGNC:3690	"8663044, 11486033, 10574949"
FGF8	HGNC:3686	secreted	FGFR4	HGNC:3691	"11486033, 10736564"
FGF8	HGNC:3686	secreted	FGFRL1	HGNC:3693	19920134
FGF9	HGNC:3687	secreted	FGFR1	HGNC:3688	10574949
FGF9	HGNC:3687	secreted	FGFR2	HGNC:3689	"8663044, 8576175"
FGF9	HGNC:3687	secreted	FGFR3	HGNC:3690	"15231666, 10574949, 8576175"
FGF9	HGNC:3687	secreted	FGFR4	HGNC:3691	8663044
FGG	HGNC:3694	secreted	ITGA2B	HGNC:6138	2018974
FGG	HGNC:3694	secreted	ITGA5	HGNC:6141	15031111
FGG	HGNC:3694	secreted	ITGAV	HGNC:6150	15031111
FGG	HGNC:3694	secreted	ITGB1	HGNC:6153	15031111
FGG	HGNC:3694	secreted	ITGB2	HGNC:6155	16601240
FGG	HGNC:3694	secreted	TLR4	HGNC:11850	24661950
FGL1	HGNC:3695	secreted	EGFR	HGNC:3236	24768768
FGL1	HGNC:3695	secreted	LAG3	HGNC:6476	30580966
FLT3LG	HGNC:3766	secreted	FLT3	HGNC:3765	"15147956, 9651358, 7505204"
FN1	HGNC:3778	secreted	CD44	HGNC:1681	1730778
FN1	HGNC:3778	secreted	COL13A1	HGNC:2190	11956183
FN1	HGNC:3778	secreted	ITGA2	HGNC:6137	7688313
FN1	HGNC:3778	secreted	ITGA2B	HGNC:6138	8663002
FN1	HGNC:3778	secreted	ITGA4	HGNC:6140	"9842903, 11010812, 9117345"
FN1	HGNC:3778	secreted	ITGA5	HGNC:6141	"1532572, 11423542, 10772816, 11801679, 9211865, 1694173"
FN1	HGNC:3778	secreted	ITGA8	HGNC:6144	"7626807, 7559467"
FN1	HGNC:3778	secreted	ITGA9	HGNC:6145	11839764
FN1	HGNC:3778	secreted	ITGAV	HGNC:6150	23154389
FN1	HGNC:3778	secreted	ITGB1	HGNC:6153	"7626807, 7688313, 9842903, 10772816, 11010812, 8120056"
FN1	HGNC:3778	secreted	ITGB3	HGNC:6156	"11423542, 8663002, 1694173"
FN1	HGNC:3778	secreted	ITGB6	HGNC:6161	"1532572, 1532572"
FN1	HGNC:3778	secreted	ITGB7	HGNC:6162	1372909
FN1	HGNC:3778	secreted	ITGB8	HGNC:6163	7542940
FN1	HGNC:3778	secreted	MAG	HGNC:6783	11423128
FN1	HGNC:3778	secreted	NT5E	HGNC:8021	"9361795, 10470109"
FN1	HGNC:3778	secreted	PLAUR	HGNC:9053	2413022
FN1	HGNC:3778	secreted	SDC2	HGNC:10659	"10772816, 10772816"
FN1	HGNC:3778	secreted	TNFRSF11B	HGNC:11909	15799029
FN1	HGNC:3778	secreted	TSHR	HGNC:12373	11981027
FNDC5	HGNC:20240	secreted	ITGAV	HGNC:6150	30550785
FNDC5	HGNC:20240	secreted	ITGB5	HGNC:6160	30550785
FSHB	HGNC:3964	secreted	FSHR	HGNC:3969	"2126341, 10395410"
FSTL1	HGNC:3972	secreted	DIP2A	HGNC:17217	20054002
FZD8	HGNC:4046	plasma membrane; secreted	CKAP4	HGNC:16991	28893174
GAL	HGNC:4114	secreted	GALR1	HGNC:4132	"10689365, 11481429, 9168941, 9685625, 9808667, 9880084, 7524088, 11600206, 8617199, 9808667, 7524088"
GAL	HGNC:4114	secreted	GALR2	HGNC:4133	"9832121, 9880084, 9685625, 11600206, 9480833, 9685625"
GAL	HGNC:4114	secreted	GALR3	HGNC:4134	"9832121, 9832121, 9722565, 9880084"
GAL	HGNC:4114	secreted	GPR151	HGNC:23624	15111018
GALP	HGNC:24840	secreted	GALR1	HGNC:4132	"10689365, 15944009"
GALP	HGNC:24840	secreted	GALR2	HGNC:4133	"9832121, 15944009, 20880399"
GALP	HGNC:24840	secreted	GALR3	HGNC:4134	"9832121, 15944009"
GAS6	HGNC:4168	secreted	AXL	HGNC:905	"7854420, 8939948, 8621659, 16362042"
GAS6	HGNC:4168	secreted	MERTK	HGNC:7027	"9160883, 8939948, 8939948"
GAS6	HGNC:4168	secreted	TYRO3	HGNC:12446	"7867073, 8939948, 8621659, 8939948"
GAST	HGNC:4164	secreted	CCKBR	HGNC:1571	7681836
GCG	HGNC:4191	secreted	GCGR	HGNC:4192	"12529935, 4305077, 8382034"
GCG	HGNC:4191	secreted	GLP1R	HGNC:4324	"8404634, 7937318, 15528268, 8404634, 11116211"
GCG	HGNC:4191	secreted	GLP2R	HGNC:4325	"9990065, 11738243, 11738243"
GDF1	HGNC:4214	secreted	ACVR1	HGNC:171	28955827
GDF1	HGNC:4214	secreted	BMPR1A	HGNC:1076	28955827
GDF1	HGNC:4214	secreted	BMPR2	HGNC:1078	28955827
GDF11	HGNC:4216	secreted	ACVR1B	HGNC:172	12414726
GDF11	HGNC:4216	secreted	ACVR2A	HGNC:173	12414726
GDF11	HGNC:4216	secreted	ACVR2B	HGNC:174	"12414726, 16845371"
GDF15	HGNC:30142	secreted	GFRAL	HGNC:32789	"28953886, 28846097, 28846098, 28846099"
GDF2	HGNC:4217	secreted	ACVR1	HGNC:171	19996292
GDF2	HGNC:4217	secreted	ACVR2A	HGNC:173	19996292
GDF2	HGNC:4217	secreted	ACVR2B	HGNC:174	15851468
GDF2	HGNC:4217	secreted	ACVRL1	HGNC:175	17068149
GDF2	HGNC:4217	secreted	BMPR2	HGNC:1078	15851468
GDF2	HGNC:4217	secreted	ENG	HGNC:3349	7068149
GDF3	HGNC:4218	secreted	TDGF1	HGNC:11701	28126904
GDF5	HGNC:4220	secreted	ACVR1	HGNC:171	8702914
GDF5	HGNC:4220	secreted	ACVR2A	HGNC:173	8702914
GDF5	HGNC:4220	secreted	ACVR2B	HGNC:174	8702914
GDF5	HGNC:4220	secreted	BMPR1A	HGNC:1076	9525338
GDF5	HGNC:4220	secreted	BMPR1B	HGNC:1077	"8702914, 15569154, 11282024"
GDF5	HGNC:4220	secreted	BMPR2	HGNC:1078	"8702914, 9525338"
GDF5	HGNC:4220	secreted	ROR2	HGNC:10257	15569154
GDF6	HGNC:4221	secreted	BMPR1A	HGNC:1076	"16049014, 9525338"
GDF6	HGNC:4221	secreted	BMPR1B	HGNC:1077	9525338
GDF6	HGNC:4221	secreted	BMPR2	HGNC:1078	"16049014, 9525338"
GDF7	HGNC:4222	secreted	ACVR2A	HGNC:173	16049014
GDF7	HGNC:4222	secreted	BMPR1A	HGNC:1076	16049014
GDF7	HGNC:4222	secreted	BMPR2	HGNC:1078	16049014
GDF9	HGNC:4224	secreted	ACVR2A	HGNC:173	12135884
GDF9	HGNC:4224	secreted	BMPR1A	HGNC:1076	12135884
GDF9	HGNC:4224	secreted	BMPR1B	HGNC:1077	12135884
GDF9	HGNC:4224	secreted	BMPR2	HGNC:1078	"12135884, 12135884"
GDF9	HGNC:4224	secreted	TGFBR1	HGNC:11772	14684852
GDNF	HGNC:4232	secreted	GFRA1	HGNC:4243	"14514671, 8674117, 9482105"
GDNF	HGNC:4232	secreted	GFRA2	HGNC:4244	"9182803, 9407096"
GDNF	HGNC:4232	secreted	RET	HGNC:9967	"9482105, 9182803, 14514671, 8674117"
GH1	HGNC:4261	secreted	GHR	HGNC:4263	7862673
GH1	HGNC:4261	secreted	PRLR	HGNC:9446	9556914
GH2	HGNC:4262	secreted	GHR	HGNC:4263	1955498
GHRH	HGNC:4265	secreted	GHRHR	HGNC:4266	"7680413, 1333056"
GHRH	HGNC:4265	secreted	VIPR1	HGNC:12694	8791009
GHRL	HGNC:18129	secreted	GHSR	HGNC:4267	"10604470, 15905359, 10628755, 12907757, 21402696, 11314756, 10604470, 11227737"
GHRL	HGNC:18129	secreted	GPR39	HGNC:4496	16284174
GHRL	HGNC:18129	secreted	MLNR	HGNC:4495	12606621
GIP	HGNC:4270	secreted	DPP4	HGNC:3009	15655705
GIP	HGNC:4270	secreted	GIPR	HGNC:4271	"15655707, 7589426, 15655707, 8795084, 12627975, 7589426"
GLG1	HGNC:4316	plasma membrane; secreted	SELE	HGNC:10718	11404363
GNAI2	HGNC:4385	plasma membrane	ADCY1	HGNC:232	2121366
GNAI2	HGNC:4385	plasma membrane	ADORA1	HGNC:262	11369591
GNAI2	HGNC:4385	plasma membrane	ADRA2A	HGNC:281	7887906
GNAI2	HGNC:4385	plasma membrane	ADRA2B	HGNC:282	2169434
GNAI2	HGNC:4385	plasma membrane	AGTR2	HGNC:338	"8663053, 11055978"
GNAI2	HGNC:4385	plasma membrane	C5AR1	HGNC:1338	7962171
GNAI2	HGNC:4385	plasma membrane	CAV1	HGNC:1527	8621645
GNAI2	HGNC:4385	plasma membrane	CCR5	HGNC:1606	15251452
GNAI2	HGNC:4385	plasma membrane	CNR1	HGNC:2159	11168387
GNAI2	HGNC:4385	plasma membrane	CXCR1	HGNC:6026	"8662698, 8903513"
GNAI2	HGNC:4385	plasma membrane	CXCR2	HGNC:6027	8662698
GNAI2	HGNC:4385	plasma membrane	EDNRA	HGNC:3179	7882989
GNAI2	HGNC:4385	plasma membrane	EGFR	HGNC:3236	11286993
GNAI2	HGNC:4385	plasma membrane	F2R	HGNC:3537	"10644723, 8982657"
GNAI2	HGNC:4385	plasma membrane	FPR1	HGNC:3826	8663057
